User_ID,Age,Income,City_Tier,Device_Type,Traffic_Source,Pages_Viewed,Products_Viewed,Time_On_Site,Previous_Purchases,Discount_Seen,Browser_Version,Campaign_Code,Converted
U02305,41,64077,Tier3,Mobile,Paid,4,9,431,3,0,Firefox_v121,CAMP_C,0
U02306,37,74635,Tier2,Desktop,Social,4,3,13,2,0,Safari_v17,CAMP_C,0
U02307,30,49904,Tier1,Tablet,Paid,6,6,341,2,0,Safari_v17,CAMP_B,0
U02308,38,69773,Tier2,Mobile,Social,10,8,477,3,0,Edge_v119,CAMP_B,0
U02309,25,79486,Tier1,Tablet,Paid,12,6,239,8,0,Firefox_v121,CAMP_C,0
U02310,34,67508,Tier2,Mobile,Organic,12,5,106,2,0,Edge_v119,CAMP_D,0
U02311,29,26713,Tier2,Tablet,Paid,11,4,290,0,0,Chrome_v120,CAMP_D,0
U02312,57,66383,Tier3,Mobile,Email,8,6,260,2,0,Chrome_v120,CAMP_A,0
U02313,49,182112,Tier2,Tablet,Paid,5,5,639,1,1,Edge_v119,CAMP_D,0
U02314,45,69184,Tier3,Mobile,Organic,6,4,472,3,0,Safari_v17,CAMP_B,0
U02315,20,65005,Tier3,Desktop,Direct,13,9,194,1,0,Chrome_v120,CAMP_B,0
U02316,43,152668,Tier1,Mobile,Email,2,6,353,1,0,Firefox_v121,CAMP_A,0
U02317,36,38278,Tier1,Mobile,Organic,13,3,53,1,1,Safari_v17,CAMP_B,0
U02318,47,102110,Tier2,Mobile,Direct,5,9,247,2,0,Chrome_v120,CAMP_C,0
U02319,38,43560,Tier2,Desktop,Social,8,3,14,0,1,Edge_v119,CAMP_A,0
U02320,34,114915,Tier2,Mobile,Organic,12,2,125,1,1,Safari_v17,CAMP_A,0
U02321,37,96647,Tier3,Desktop,Organic,10,3,54,3,0,Safari_v17,CAMP_D,0
U02322,18,46752,Tier3,Mobile,Social,4,7,66,1,0,Chrome_v120,CAMP_D,0
U02323,27,51042,Tier2,Tablet,Email,5,2,395,3,1,Firefox_v121,CAMP_C,0
U02324,38,107654,Tier2,Mobile,Organic,9,4,140,6,0,Chrome_v120,CAMP_C,0
U02325,46,20000,Tier3,Mobile,Organic,15,2,26,1,0,Chrome_v120,CAMP_D,0
U02326,29,45928,Tier3,Mobile,Paid,5,8,1012,0,1,Chrome_v120,CAMP_D,0
U02327,34,86877,Tier3,Mobile,Social,11,2,420,3,0,Chrome_v120,CAMP_C,0
U02328,18,49768,Tier1,Mobile,Organic,8,8,1525,6,0,Chrome_v120,CAMP_D,0
U02329,49,64920,Tier2,Mobile,Organic,6,5,43,2,0,Edge_v119,CAMP_A,0
U02330,46,20000,Tier1,Desktop,Social,8,2,965,6,0,Chrome_v120,CAMP_C,0
U02331,41,35857,Tier1,Desktop,Email,8,2,18,2,0,Firefox_v121,CAMP_D,0
U02332,39,90009,Tier1,Desktop,Paid,9,5,144,3,0,Safari_v17,CAMP_B,0
U02333,50,38154,Tier2,Mobile,Paid,4,4,282,0,0,Edge_v119,CAMP_B,0
U02334,26,27406,Tier2,Desktop,Paid,8,6,203,3,1,Firefox_v121,CAMP_C,0
U02335,25,113206,Tier1,Mobile,Paid,9,2,172,0,0,Chrome_v120,CAMP_B,0
U02336,45,81585,Tier2,Desktop,Direct,8,3,226,3,0,Firefox_v121,CAMP_B,0
U02337,44,31159,Tier2,Mobile,Email,8,4,88,5,0,Safari_v17,CAMP_A,0
U02338,23,65062,Tier2,Mobile,Organic,9,3,10,2,0,Firefox_v121,CAMP_C,0
U02339,29,31774,Tier1,Mobile,Paid,10,8,47,2,1,Chrome_v120,CAMP_B,0
U02340,51,54640,Tier2,Desktop,Paid,4,8,40,0,1,Safari_v17,CAMP_D,0
U02341,39,66542,Tier3,Mobile,Social,6,3,105,2,0,Chrome_v120,CAMP_C,0
U02342,42,36860,Tier1,Desktop,Paid,10,5,205,3,0,Chrome_v120,CAMP_C,0
U02343,23,93470,Tier1,Mobile,Email,9,4,552,4,0,Edge_v119,CAMP_B,0
U02344,41,102581,Tier2,Desktop,Email,6,9,307,6,1,Safari_v17,CAMP_B,1
U02345,20,70132,Tier3,Tablet,Paid,7,10,383,3,0,Safari_v17,CAMP_A,0
U02346,18,76756,Tier2,Mobile,Email,7,4,200,1,1,Chrome_v120,CAMP_D,1
U02347,42,25041,Tier2,Mobile,Email,10,5,162,0,0,Firefox_v121,CAMP_A,0
U02348,49,135579,Tier2,Tablet,Email,9,7,228,0,0,Safari_v17,CAMP_A,0
U02349,32,56681,Tier2,Mobile,Direct,10,3,81,2,0,Firefox_v121,CAMP_D,0
U02350,29,34161,Tier1,Mobile,Organic,3,7,455,1,0,Firefox_v121,CAMP_B,0
U02351,52,65349,Tier2,Desktop,Organic,4,4,426,0,0,Safari_v17,CAMP_A,0
U02352,33,93646,Tier3,Desktop,Email,8,5,471,3,1,Firefox_v121,CAMP_C,0
U02353,34,81422,Tier2,Mobile,Email,6,8,129,2,0,Safari_v17,CAMP_A,0
U02354,51,31231,Tier3,Desktop,Direct,7,2,132,4,1,Edge_v119,CAMP_D,0
U02355,31,94332,Tier3,Mobile,Organic,6,7,38,0,1,Safari_v17,CAMP_A,0
U02356,28,57734,Tier1,Mobile,Social,8,7,267,1,1,Safari_v17,CAMP_A,0
U02357,43,80880,Tier3,Desktop,Organic,8,5,204,1,1,Safari_v17,CAMP_C,0
U02358,27,37014,Tier1,Mobile,Paid,10,3,45,3,1,Edge_v119,CAMP_D,0
U02359,33,112144,Tier2,Mobile,Organic,6,5,68,2,0,Firefox_v121,CAMP_C,0
U02360,21,66811,Tier1,Desktop,Organic,9,2,41,0,0,Edge_v119,CAMP_B,0
U02361,36,122185,Tier1,Desktop,Organic,6,0,298,1,0,Firefox_v121,CAMP_D,0
U02362,35,23839,Tier2,Desktop,Social,9,4,61,2,0,Safari_v17,CAMP_A,0
U02363,44,25826,Tier1,Tablet,Paid,8,6,314,2,1,Safari_v17,CAMP_C,0
U02364,43,51843,Tier2,Desktop,Organic,7,6,200,2,1,Edge_v119,CAMP_C,0
U02365,40,144433,Tier2,Mobile,Paid,9,8,72,2,1,Edge_v119,CAMP_D,0
U02366,38,194402,Tier1,Mobile,Organic,7,5,10,2,0,Edge_v119,CAMP_C,0
U02367,34,35134,Tier1,Desktop,Direct,5,5,31,2,1,Edge_v119,CAMP_D,0
U02368,41,61810,Tier2,Mobile,Paid,10,7,122,1,0,Safari_v17,CAMP_B,1
U02369,23,65715,Tier2,Desktop,Paid,7,6,272,0,0,Safari_v17,CAMP_D,0
U02370,18,92124,Tier3,Desktop,Email,10,5,27,3,0,Chrome_v120,CAMP_D,0
U02371,46,101821,Tier2,Mobile,Social,8,5,217,0,0,Edge_v119,CAMP_B,1
U02372,41,30679,Tier3,Tablet,Social,3,7,396,4,1,Edge_v119,CAMP_B,0
U02373,33,62240,Tier2,Mobile,Social,11,2,626,1,1,Firefox_v121,CAMP_A,0
U02374,45,20000,Tier2,Mobile,Direct,7,4,535,0,0,Firefox_v121,CAMP_C,0
U02375,27,97389,Tier2,Tablet,Organic,3,7,44,5,0,Safari_v17,CAMP_B,0
U02376,27,48865,Tier1,Mobile,Direct,6,4,1405,1,1,Chrome_v120,CAMP_B,0
U02377,26,29049,Tier2,Mobile,Email,11,9,1263,1,1,Edge_v119,CAMP_C,0
U02378,40,73095,Tier3,Mobile,Social,6,3,248,2,0,Chrome_v120,CAMP_C,0
U02379,19,47957,Tier2,Desktop,Social,7,9,266,1,0,Chrome_v120,CAMP_A,0
U02380,27,127628,Tier3,Desktop,Social,9,4,95,3,0,Safari_v17,CAMP_A,0
U02381,37,35047,Tier3,Desktop,Organic,11,6,95,2,1,Chrome_v120,CAMP_D,0
U02382,22,227242,Tier3,Desktop,Organic,5,4,78,1,1,Edge_v119,CAMP_A,0
U02383,28,99980,Tier3,Mobile,Direct,13,7,199,1,1,Safari_v17,CAMP_B,0
U02384,18,129652,Tier2,Desktop,Paid,8,6,576,1,0,Chrome_v120,CAMP_B,0
U02385,41,32295,Tier2,Desktop,Paid,10,5,182,4,0,Safari_v17,CAMP_C,0
U02386,28,175093,Tier2,Mobile,Email,6,6,226,0,1,Safari_v17,CAMP_A,0
U02387,24,28925,Tier2,Mobile,Paid,7,7,803,4,0,Firefox_v121,CAMP_D,0
U02388,22,52791,Tier2,Tablet,Organic,3,2,114,1,0,Safari_v17,CAMP_D,0
U02389,30,130979,Tier3,Desktop,Social,10,4,461,4,1,Chrome_v120,CAMP_D,0
U02390,19,81150,Tier2,Desktop,Social,8,6,194,4,1,Firefox_v121,CAMP_D,0
U02391,54,28467,Tier2,Desktop,Organic,6,9,327,2,0,Edge_v119,CAMP_C,0
U02392,18,118331,Tier1,Mobile,Direct,7,3,57,1,1,Edge_v119,CAMP_A,0
U02393,30,73421,Tier2,Desktop,Organic,6,7,131,6,0,Edge_v119,CAMP_A,1
U02394,36,46643,Tier1,Mobile,Paid,8,8,420,0,0,Edge_v119,CAMP_A,0
U02395,27,23737,Tier3,Mobile,Organic,8,5,198,2,0,Edge_v119,CAMP_A,0
U02396,37,77718,Tier2,Desktop,Social,7,4,115,2,0,Chrome_v120,CAMP_D,1
U02397,27,54281,Tier1,Mobile,Paid,8,1,363,1,1,Safari_v17,CAMP_D,0
U02398,50,65761,Tier1,Desktop,Paid,14,2,209,2,1,Firefox_v121,CAMP_C,0
U02399,23,23129,Tier2,Mobile,Email,13,7,279,1,1,Safari_v17,CAMP_C,0
U02400,18,46574,Tier2,Mobile,Organic,6,3,419,3,0,Safari_v17,CAMP_D,0
U02401,22,79872,Tier2,Mobile,Email,10,4,78,2,1,Chrome_v120,CAMP_B,0
U02402,38,184587,Tier1,Mobile,Social,7,6,178,2,0,Chrome_v120,CAMP_A,0
U02403,33,52935,Tier2,Mobile,Direct,15,4,774,1,0,Chrome_v120,CAMP_C,0
U02404,42,142340,Tier2,Mobile,Social,6,8,391,1,0,Firefox_v121,CAMP_D,0
U02405,40,96029,Tier2,Tablet,Organic,9,5,35,1,1,Chrome_v120,CAMP_A,0
U02406,28,68890,Tier2,Mobile,Organic,6,5,27,1,0,Safari_v17,CAMP_A,0
U02407,30,32617,Tier2,Mobile,Email,5,5,414,1,0,Firefox_v121,CAMP_D,0
U02408,31,33446,Tier1,Desktop,Email,4,3,309,1,0,Chrome_v120,CAMP_B,0
U02409,53,86727,Tier3,Desktop,Paid,1,8,340,3,1,Chrome_v120,CAMP_B,0
U02410,41,43656,Tier2,Mobile,Social,16,9,216,3,1,Chrome_v120,CAMP_C,0
U02411,53,41389,Tier2,Desktop,Paid,6,6,360,2,0,Safari_v17,CAMP_D,0
U02412,43,53725,Tier1,Desktop,Direct,11,7,751,1,0,Chrome_v120,CAMP_C,0
U02413,34,54268,Tier2,Mobile,Direct,4,0,166,1,1,Safari_v17,CAMP_B,0
U02414,24,102791,Tier1,Mobile,Direct,9,4,2049,4,1,Firefox_v121,CAMP_C,1
U02415,37,44209,Tier2,Tablet,Email,5,7,212,0,1,Chrome_v120,CAMP_C,0
U02416,34,96833,Tier3,Desktop,Direct,6,5,80,2,0,Edge_v119,CAMP_B,0
U02417,34,77950,Tier2,Desktop,Organic,5,3,416,0,0,Edge_v119,CAMP_A,0
U02418,32,21929,Tier1,Mobile,Email,5,7,329,3,1,Safari_v17,CAMP_A,0
U02419,18,71446,Tier1,Mobile,Social,9,7,181,2,1,Chrome_v120,CAMP_B,0
U02420,47,20000,Tier2,Desktop,Direct,9,5,436,2,1,Chrome_v120,CAMP_A,0
U02421,34,34991,Tier1,Mobile,Social,6,5,793,5,0,Edge_v119,CAMP_D,0
U02422,20,79050,Tier1,Mobile,Organic,9,8,19,0,0,Firefox_v121,CAMP_A,0
U02423,39,59493,Tier3,Desktop,Social,8,1,620,1,0,Firefox_v121,CAMP_B,0
U02424,26,20728,Tier2,Mobile,Social,9,1,179,1,0,Safari_v17,CAMP_D,0
U02425,40,30592,Tier1,Desktop,Organic,9,6,219,3,0,Edge_v119,CAMP_C,0
U02426,43,20000,Tier3,Desktop,Paid,16,6,11,1,0,Safari_v17,CAMP_B,0
U02427,45,26754,Tier1,Mobile,Social,8,4,70,0,0,Safari_v17,CAMP_B,0
U02428,33,84748,Tier3,Desktop,Paid,7,7,363,2,0,Firefox_v121,CAMP_A,1
U02429,30,42853,Tier2,Mobile,Paid,6,2,156,1,0,Edge_v119,CAMP_D,0
U02430,28,66301,Tier3,Desktop,Organic,9,3,128,1,0,Safari_v17,CAMP_B,0
U02431,27,60366,Tier2,Mobile,Direct,14,6,23,3,1,Firefox_v121,CAMP_D,0
U02432,34,61056,Tier3,Mobile,Email,9,7,389,3,0,Firefox_v121,CAMP_D,0
U02433,32,110622,Tier3,Desktop,Organic,4,3,50,2,0,Chrome_v120,CAMP_A,0
U02434,26,53010,Tier1,Mobile,Email,9,5,146,0,0,Edge_v119,CAMP_B,0
U02435,23,103404,Tier3,Tablet,Social,7,6,76,3,1,Edge_v119,CAMP_D,0
U02436,33,20000,Tier2,Mobile,Organic,6,7,290,2,0,Chrome_v120,CAMP_D,0
U02437,30,116640,Tier2,Mobile,Paid,4,4,220,1,0,Safari_v17,CAMP_C,0
U02438,23,27610,Tier2,Mobile,Social,10,9,69,3,0,Firefox_v121,CAMP_A,0
U02439,43,31452,Tier2,Mobile,Paid,13,4,40,4,0,Firefox_v121,CAMP_B,0
U02440,52,39231,Tier1,Mobile,Email,6,9,203,0,0,Firefox_v121,CAMP_D,0
U02441,44,114727,Tier2,Desktop,Paid,10,3,214,2,0,Chrome_v120,CAMP_A,1
U02442,27,35116,Tier2,Desktop,Organic,7,9,45,0,1,Firefox_v121,CAMP_B,0
U02443,34,40395,Tier3,Desktop,Direct,6,3,176,2,0,Safari_v17,CAMP_D,1
U02444,50,33623,Tier3,Tablet,Organic,6,4,1371,1,0,Safari_v17,CAMP_B,0
U02445,23,69789,Tier2,Mobile,Social,10,6,138,3,1,Chrome_v120,CAMP_B,0
U02446,42,93541,Tier2,Desktop,Organic,9,5,352,1,1,Safari_v17,CAMP_A,0
U02447,20,166474,Tier1,Mobile,Paid,14,9,59,3,0,Edge_v119,CAMP_A,0
U02448,51,252682,Tier1,Desktop,Paid,5,3,655,1,1,Edge_v119,CAMP_C,1
U02449,30,88442,Tier1,Mobile,Organic,8,1,132,3,0,Firefox_v121,CAMP_C,0
U02450,57,74562,Tier2,Tablet,Paid,9,4,83,1,0,Firefox_v121,CAMP_C,1
U02451,52,28842,Tier1,Desktop,Organic,4,8,278,5,0,Edge_v119,CAMP_D,0
U02452,33,188260,Tier3,Tablet,Social,7,7,280,3,1,Safari_v17,CAMP_C,0
U02453,27,68134,Tier2,Desktop,Social,5,4,101,2,1,Chrome_v120,CAMP_B,1
U02454,36,50340,Tier2,Tablet,Organic,9,13,156,0,1,Firefox_v121,CAMP_A,0
U02455,33,75547,Tier2,Desktop,Email,8,4,114,2,0,Firefox_v121,CAMP_B,0
U02456,30,40871,Tier1,Mobile,Organic,12,7,661,1,1,Edge_v119,CAMP_A,0
U02457,18,20000,Tier2,Mobile,Organic,7,6,277,3,1,Edge_v119,CAMP_A,0
U02458,29,84379,Tier2,Mobile,Social,9,4,575,2,0,Chrome_v120,CAMP_B,0
U02459,23,133985,Tier2,Mobile,Paid,10,3,191,1,0,Firefox_v121,CAMP_B,0
U02460,40,83629,Tier2,Mobile,Paid,7,8,10,1,1,Safari_v17,CAMP_D,0
U02461,44,59620,Tier3,Mobile,Organic,10,5,64,0,0,Safari_v17,CAMP_A,0
U02462,42,60352,Tier3,Mobile,Email,8,6,440,5,1,Edge_v119,CAMP_C,0
U02463,38,66394,Tier2,Tablet,Social,11,9,60,4,1,Chrome_v120,CAMP_D,0
U02464,26,65185,Tier2,Tablet,Organic,9,7,587,4,0,Edge_v119,CAMP_C,1
U02465,37,57732,Tier2,Mobile,Paid,11,2,106,1,0,Chrome_v120,CAMP_D,0
U02466,42,60791,Tier1,Mobile,Email,6,2,64,7,0,Safari_v17,CAMP_A,0
U02467,29,152208,Tier2,Mobile,Social,4,4,42,1,0,Chrome_v120,CAMP_B,0
U02468,36,79488,Tier1,Mobile,Organic,10,4,313,1,0,Safari_v17,CAMP_B,0
U02469,33,63773,Tier2,Desktop,Paid,5,5,613,2,0,Chrome_v120,CAMP_A,0
U02470,51,88923,Tier2,Mobile,Organic,4,2,255,2,0,Edge_v119,CAMP_B,0
U02471,43,88927,Tier1,Desktop,Paid,4,1,189,1,0,Safari_v17,CAMP_A,0
U02472,41,105619,Tier3,Desktop,Email,11,3,175,0,1,Firefox_v121,CAMP_A,0
U02473,18,38019,Tier3,Desktop,Paid,7,4,166,2,1,Firefox_v121,CAMP_A,0
U02474,36,44877,Tier3,Mobile,Paid,9,8,773,4,0,Safari_v17,CAMP_D,0
U02475,33,36748,Tier2,Desktop,Direct,10,3,1939,3,1,Firefox_v121,CAMP_B,0
U02476,33,94848,Tier3,Mobile,Social,11,5,326,1,0,Safari_v17,CAMP_D,0
U02477,19,92108,Tier1,Mobile,Social,7,2,349,3,0,Edge_v119,CAMP_C,0
U02478,24,27890,Tier3,Mobile,Organic,5,7,907,3,0,Edge_v119,CAMP_A,0
U02479,34,75697,Tier1,Mobile,Social,8,6,10,2,1,Chrome_v120,CAMP_B,0
U02480,46,136399,Tier3,Mobile,Social,5,9,73,6,1,Firefox_v121,CAMP_C,1
U02481,29,51989,Tier1,Mobile,Paid,8,3,608,4,0,Firefox_v121,CAMP_A,0
U02482,31,72285,Tier3,Desktop,Direct,8,3,359,1,0,Firefox_v121,CAMP_C,0
U02483,52,92808,Tier3,Desktop,Email,9,4,17,3,1,Safari_v17,CAMP_D,0
U02484,32,27110,Tier1,Mobile,Social,6,4,24,1,0,Edge_v119,CAMP_D,0
U02485,33,65590,Tier2,Mobile,Paid,14,3,148,4,1,Firefox_v121,CAMP_B,0
U02486,33,128446,Tier3,Desktop,Paid,9,2,690,0,0,Chrome_v120,CAMP_C,0
U02487,21,41943,Tier2,Mobile,Organic,11,6,303,0,0,Firefox_v121,CAMP_C,0
U02488,40,98664,Tier3,Tablet,Paid,5,3,700,4,0,Chrome_v120,CAMP_D,0
U02489,28,60857,Tier2,Desktop,Email,9,4,158,1,1,Firefox_v121,CAMP_D,0
U02490,34,39946,Tier2,Mobile,Paid,11,10,23,0,0,Firefox_v121,CAMP_B,0
U02491,39,56505,Tier1,Mobile,Email,10,4,104,3,0,Edge_v119,CAMP_A,0
U02492,54,43665,Tier1,Mobile,Organic,7,8,441,0,1,Chrome_v120,CAMP_B,0
U02493,21,35137,Tier3,Mobile,Paid,6,10,222,0,0,Firefox_v121,CAMP_D,0
U02494,43,51399,Tier2,Mobile,Social,11,6,435,0,0,Chrome_v120,CAMP_B,0
U02495,43,62383,Tier2,Desktop,Paid,8,6,274,0,0,Chrome_v120,CAMP_A,0
U02496,28,54196,Tier2,Mobile,Email,13,3,579,0,0,Edge_v119,CAMP_D,0
U02497,40,51060,Tier2,Mobile,Direct,5,6,61,6,1,Edge_v119,CAMP_A,0
U02498,51,68569,Tier3,Desktop,Organic,7,9,109,3,0,Chrome_v120,CAMP_B,0
U02499,27,82359,Tier3,Mobile,Organic,9,1,478,1,1,Edge_v119,CAMP_A,0
U02500,37,30138,Tier2,Mobile,Organic,10,5,143,4,1,Firefox_v121,CAMP_D,0
U02501,39,51460,Tier3,Mobile,Social,7,3,130,2,1,Firefox_v121,CAMP_D,1
U02502,40,20000,Tier3,Mobile,Paid,6,2,305,0,0,Edge_v119,CAMP_A,0
U02503,42,54322,Tier2,Desktop,Social,6,5,248,2,0,Chrome_v120,CAMP_B,1
U02504,36,65533,Tier3,Mobile,Paid,10,6,73,2,0,Firefox_v121,CAMP_B,0
U02505,40,84277,Tier1,Desktop,Social,6,6,86,0,0,Safari_v17,CAMP_B,0
U02506,25,65674,Tier1,Mobile,Email,13,8,195,0,1,Chrome_v120,CAMP_B,0
U02507,36,83191,Tier3,Mobile,Paid,7,2,222,2,1,Chrome_v120,CAMP_C,0
U02508,30,62263,Tier2,Mobile,Paid,7,6,296,4,1,Safari_v17,CAMP_C,0
U02509,22,39922,Tier3,Desktop,Organic,9,8,483,1,1,Safari_v17,CAMP_A,0
U02510,29,30651,Tier3,Mobile,Paid,1,5,830,1,0,Chrome_v120,CAMP_C,0
U02511,37,51133,Tier1,Mobile,Paid,10,8,400,4,1,Safari_v17,CAMP_C,0
U02512,39,37806,Tier3,Desktop,Paid,6,6,440,2,1,Edge_v119,CAMP_C,0
U02513,22,55724,Tier2,Mobile,Direct,7,4,729,4,1,Edge_v119,CAMP_A,0
U02514,25,44572,Tier2,Mobile,Direct,10,4,104,9,1,Chrome_v120,CAMP_C,1
U02515,42,76991,Tier2,Desktop,Email,13,7,242,5,0,Edge_v119,CAMP_B,0
U02516,40,61658,Tier3,Mobile,Paid,5,8,691,2,0,Firefox_v121,CAMP_B,1
U02517,43,78315,Tier1,Desktop,Social,6,4,283,3,0,Edge_v119,CAMP_A,0
U02518,48,78075,Tier2,Mobile,Paid,10,8,358,2,0,Edge_v119,CAMP_A,0
U02519,40,53755,Tier2,Desktop,Organic,9,5,81,2,0,Safari_v17,CAMP_A,0
U02520,30,55770,Tier3,Desktop,Paid,11,4,10,4,1,Edge_v119,CAMP_D,0
U02521,36,80899,Tier2,Mobile,Organic,6,6,14,3,0,Chrome_v120,CAMP_C,0
U02522,51,259772,Tier1,Desktop,Paid,4,7,26,2,0,Edge_v119,CAMP_A,0
U02523,62,33074,Tier1,Desktop,Paid,11,5,281,1,0,Edge_v119,CAMP_A,0
U02524,39,61392,Tier2,Mobile,Direct,11,4,100,1,0,Chrome_v120,CAMP_A,0
U02525,40,29219,Tier3,Mobile,Paid,6,6,109,3,0,Chrome_v120,CAMP_B,0
U02526,42,59127,Tier1,Desktop,Direct,10,4,128,3,0,Safari_v17,CAMP_A,0
U02527,35,39957,Tier1,Desktop,Organic,8,4,123,2,0,Firefox_v121,CAMP_B,0
U02528,46,55717,Tier3,Mobile,Organic,7,2,831,2,1,Edge_v119,CAMP_B,0
U02529,45,65721,Tier1,Desktop,Paid,10,3,139,3,0,Firefox_v121,CAMP_D,0
U02530,38,44639,Tier3,Mobile,Social,7,8,212,2,1,Safari_v17,CAMP_A,1
U02531,31,20532,Tier2,Desktop,Organic,9,5,307,1,0,Chrome_v120,CAMP_D,0
U02532,19,140831,Tier3,Desktop,Organic,7,5,1198,2,1,Chrome_v120,CAMP_A,0
U02533,42,99068,Tier1,Tablet,Paid,10,7,399,1,0,Chrome_v120,CAMP_C,0
U02534,37,55362,Tier1,Mobile,Paid,7,6,274,1,0,Safari_v17,CAMP_A,0
U02535,27,35001,Tier3,Desktop,Social,4,6,109,0,0,Edge_v119,CAMP_A,0
U02536,23,63007,Tier3,Mobile,Paid,5,3,656,2,0,Safari_v17,CAMP_A,0
U02537,41,74354,Tier3,Mobile,Organic,6,5,400,3,0,Chrome_v120,CAMP_A,0
U02538,18,95035,Tier1,Mobile,Email,4,3,40,5,0,Edge_v119,CAMP_A,0
U02539,37,100441,Tier3,Desktop,Organic,13,7,377,3,1,Chrome_v120,CAMP_A,0
U02540,43,112465,Tier3,Mobile,Social,9,10,14,2,1,Chrome_v120,CAMP_D,1
U02541,40,21067,Tier2,Mobile,Email,9,7,554,2,0,Safari_v17,CAMP_C,0
U02542,31,49871,Tier3,Desktop,Direct,6,3,498,0,1,Safari_v17,CAMP_D,0
U02543,22,108647,Tier3,Desktop,Paid,8,6,460,1,0,Firefox_v121,CAMP_C,1
U02544,40,34400,Tier2,Desktop,Social,6,4,255,5,0,Chrome_v120,CAMP_D,0
U02545,47,124437,Tier1,Tablet,Paid,7,7,43,3,0,Edge_v119,CAMP_D,0
U02546,29,177411,Tier2,Mobile,Social,9,4,933,2,0,Chrome_v120,CAMP_A,1
U02547,40,122363,Tier1,Tablet,Paid,10,3,192,1,1,Edge_v119,CAMP_D,0
U02548,50,89050,Tier2,Desktop,Paid,4,4,203,1,0,Firefox_v121,CAMP_C,0
U02549,38,45775,Tier2,Mobile,Email,11,6,288,2,0,Chrome_v120,CAMP_B,0
U02550,31,70896,Tier1,Mobile,Organic,7,3,130,4,1,Edge_v119,CAMP_C,0
U02551,45,26697,Tier2,Mobile,Email,8,2,326,1,1,Edge_v119,CAMP_D,0
U02552,27,37471,Tier1,Mobile,Email,9,4,341,3,0,Firefox_v121,CAMP_B,0
U02553,22,39085,Tier3,Desktop,Paid,9,7,889,3,1,Safari_v17,CAMP_A,0
U02554,43,62142,Tier3,Desktop,Paid,9,5,53,3,1,Firefox_v121,CAMP_B,0
U02555,30,47320,Tier1,Desktop,Paid,8,4,221,3,0,Edge_v119,CAMP_A,0
U02556,31,70049,Tier3,Mobile,Direct,3,3,269,5,0,Firefox_v121,CAMP_C,1
U02557,28,101386,Tier2,Mobile,Organic,7,3,382,1,1,Safari_v17,CAMP_B,0
U02558,30,39111,Tier1,Desktop,Social,8,5,15,2,1,Chrome_v120,CAMP_B,0
U02559,49,65457,Tier1,Mobile,Social,10,4,57,1,1,Firefox_v121,CAMP_B,0
U02560,51,46649,Tier2,Tablet,Direct,8,3,15,1,1,Firefox_v121,CAMP_A,0
U02561,52,67110,Tier3,Mobile,Email,12,6,212,2,1,Chrome_v120,CAMP_A,1
U02562,45,90373,Tier3,Tablet,Social,7,7,579,3,0,Firefox_v121,CAMP_C,1
U02563,39,104061,Tier1,Mobile,Organic,6,5,315,2,0,Safari_v17,CAMP_C,0
U02564,20,89516,Tier1,Mobile,Paid,16,4,228,0,1,Edge_v119,CAMP_D,0
U02565,33,76756,Tier2,Mobile,Organic,7,2,10,2,1,Firefox_v121,CAMP_A,0
U02566,56,25536,Tier1,Desktop,Email,8,9,42,2,0,Chrome_v120,CAMP_C,0
U02567,30,31295,Tier1,Desktop,Social,9,8,269,3,0,Chrome_v120,CAMP_B,0
U02568,50,36515,Tier1,Mobile,Email,8,4,83,4,0,Firefox_v121,CAMP_B,0
U02569,35,74248,Tier3,Tablet,Social,7,6,1180,1,1,Chrome_v120,CAMP_B,0
U02570,18,27595,Tier3,Desktop,Paid,6,4,153,2,1,Edge_v119,CAMP_C,0
U02571,41,73314,Tier2,Desktop,Organic,10,5,105,0,1,Edge_v119,CAMP_B,0
U02572,47,70170,Tier3,Desktop,Paid,9,3,237,0,1,Chrome_v120,CAMP_B,0
U02573,34,20000,Tier2,Mobile,Organic,10,6,37,3,0,Firefox_v121,CAMP_A,0
U02574,47,31177,Tier2,Mobile,Social,3,4,220,2,0,Firefox_v121,CAMP_A,0
U02575,18,112007,Tier1,Tablet,Organic,7,2,654,3,0,Chrome_v120,CAMP_C,0
U02576,21,90984,Tier2,Tablet,Social,6,5,80,2,1,Edge_v119,CAMP_A,0
U02577,37,35945,Tier3,Tablet,Social,5,3,81,2,0,Edge_v119,CAMP_D,0
U02578,39,32179,Tier2,Tablet,Paid,10,3,12,1,1,Firefox_v121,CAMP_C,0
U02579,48,20000,Tier2,Mobile,Organic,10,2,664,0,0,Edge_v119,CAMP_D,0
U02580,41,144752,Tier2,Desktop,Paid,6,4,460,1,0,Safari_v17,CAMP_D,0
U02581,23,61367,Tier1,Mobile,Paid,7,6,163,2,0,Edge_v119,CAMP_C,0
U02582,37,185393,Tier3,Tablet,Social,10,8,207,5,1,Firefox_v121,CAMP_A,0
U02583,41,53369,Tier2,Mobile,Organic,10,9,41,1,1,Edge_v119,CAMP_A,0
U02584,18,70937,Tier2,Desktop,Email,12,6,423,3,0,Edge_v119,CAMP_C,0
U02585,34,102209,Tier2,Mobile,Email,4,5,36,1,1,Chrome_v120,CAMP_D,1
U02586,31,160060,Tier2,Mobile,Organic,8,5,206,0,0,Safari_v17,CAMP_C,0
